consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura,clase
"quería saber, cómo solicito la constancia de alumno regular? muchas gracias. ",2,3,3,1,2017,1,4,3,1,1,55,6,77,0.0,0.8181818181818182,2,12,4,1.0,0.03896103896103896,1,0,Boleto Universitario
"buen día, mi consulta  es la siguiente, realice el primer paso de la inscripcion online, pero no me llego ningun correo a mi casilla para realizar el siguiente paso. cuanto debía esperar para que me llegue así puedo avanzar en mi inscripción.   desde ya gracias, saludos&iexcl; ",2,4,10,2,2017,0,2,0,0,1,0,6,278,0.0,0.7949640287769785,4,50,27,0.82,0.02517985611510792,2,0,Ingreso a la Universidad
"buen día, mi consulta  es la siguiente, realice el primer paso de la inscripcion online, pero no me llego ningun correo a mi casilla para realizar el siguiente paso. cuanto debía esperar para que me llegue así puedo avanzar en mi inscripción.   desde ya gracias, saludos&iexcl; ",2,4,10,2,2017,0,2,0,0,1,0,6,278,0.0,0.7949640287769785,4,50,27,0.82,0.02517985611510792,2,0,Problemas con la Clave
tengo que dar el final de un seminario pero no aparece para poder inscribirme. el semin. se llama:  &quot;las condiciones del ejercicio profesional del trabajador social&quot; profes. siede virginia. &iquest;que debo hacer? gracias!! ,1,1,12,2,2015,3,1,1,1,1,5,8,234,0.0,0.7948717948717948,0,35,15,0.9142857142857144,0.04700854700854702,4,0,Boleto Universitario
tengo que dar el final de un seminario pero no aparece para poder inscribirme. el semin. se llama:  &quot;las condiciones del ejercicio profesional del trabajador social&quot; profes. siede virginia. &iquest;que debo hacer? gracias!! ,1,1,12,2,2015,3,1,1,1,1,5,8,234,0.0,0.7948717948717948,0,35,15,0.9142857142857144,0.04700854700854702,4,0,Requisitos de Ingreso
"hola, una consulta. yo inicie el tramite para el boleto estudiantil provincial hace tres semanas y hasta el día de hoy no me llego ninguna notificación, qué debería hacer? desde ya muchas gracias. ",4,1,4,1,2018,3,7,4,1,1,43,4,197,0.0,0.8071065989847716,4,34,17,0.9411764705882352,0.02538071065989848,2,0,Boleto Universitario
"hola, una consulta. yo inicie el tramite para el boleto estudiantil provincial hace tres semanas y hasta el día de hoy no me llego ninguna notificación, qué debería hacer? desde ya muchas gracias. ",4,1,4,1,2018,3,7,4,1,1,43,4,197,0.0,0.8071065989847716,4,34,17,0.9411764705882352,0.02538071065989848,2,0,Pedido de Certificados
hola quisiera saber sin hay respuestas sobre el tramite que realice por el boleto estudiantil. muchas gracias ,1,2,4,1,2018,0,7,4,1,1,27,13,110,0.0,0.8363636363636363,0,18,8,0.9444444444444444,0.00909090909090909,1,0,Pedido de Certificados
hola quisiera saber sin hay respuestas sobre el tramite que realice por el boleto estudiantil. muchas gracias ,1,2,4,1,2018,0,7,4,1,1,27,13,110,0.0,0.8363636363636363,0,18,8,0.9444444444444444,0.00909090909090909,1,0,Boleto Universitario
"cuando me va a dejar entrar para ver las materias que quiero rendir, pongo mi numero de documento pero no me deja entrar ",0,3,12,2,2018,3,6,0,0,0,25,4,121,0.0,0.8016528925619835,0,24,14,0.9166666666666666,0.008264462809917356,1,0,Boleto Universitario
"cuando quiero entrar a mi nformación académica desde mi perfil de estudiantes no me deja, dice que no cumplo con los requisitos necesarios. y yo soy estudiante del año pasado y metí una materia y ahora no puedo entrar para inscribirme a las materias de este año  ",3,4,2,1,2017,2,6,3,1,1,17,6,263,0.0,0.8098859315589354,3,49,29,0.7959183673469388,0.0076045627376425855,1,0,Boleto Universitario
"cuando quiero entrar a mi nformación académica desde mi perfil de estudiantes no me deja, dice que no cumplo con los requisitos necesarios. y yo soy estudiante del año pasado y metí una materia y ahora no puedo entrar para inscribirme a las materias de este año  ",3,4,2,1,2017,2,6,3,1,1,17,6,263,0.0,0.8098859315589354,3,49,29,0.7959183673469388,0.0076045627376425855,1,0,Ingreso a la Universidad
"hola, yo me quiero inscribir. pero cuando hago la inscripcion on line no me manda el mail, por lo tanto no puedo continuar ",1,4,5,1,2018,0,6,0,0,1,0,4,123,0.0,0.7886178861788617,0,24,14,0.9166666666666666,0.024390243902439025,1,0,Ingreso a la Universidad
hola quería saber porque no puedo ingresar a mi perfil para anotarme a las materias .. hoy temprano tipo 6 de la mañana entre lo mas bien pero no me podía anotar y ahora directamente no puedo entrar ! le agradecería la respuesta .. saludos ..  ,3,4,2,1,2017,0,6,3,1,1,43,11,244,0.0,0.7745901639344263,3,48,28,0.8333333333333334,0.02868852459016393,6,0,Boleto Universitario
hola quería saber porque no puedo ingresar a mi perfil para anotarme a las materias .. hoy temprano tipo 6 de la mañana entre lo mas bien pero no me podía anotar y ahora directamente no puedo entrar ! le agradecería la respuesta .. saludos ..  ,3,4,2,1,2017,0,6,3,1,1,43,11,244,0.0,0.7745901639344263,3,48,28,0.8333333333333334,0.02868852459016393,6,0,Ingreso a la Universidad
al momento de seleccionar la opcion de (inscripcion a cursadas) me dice que &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; que estaria faltando? ,5,4,2,1,2019,3,7,0,0,1,43,4,196,0.0,0.8061224489795918,1,30,16,0.9,0.025510204081632654,2,0,Problemas con la Clave
"buenas tarde, tengo un inconveniente al querer ingresar a mi cuenta de estudiante, para inscribirme a los examenes finales, cuando quiero ingresar surge un enunciado que dice que el estudiante no reune los requisitos, saludos.. ",0,2,12,2,2018,1,5,4,1,1,25,6,228,0.0,0.8201754385964912,0,36,16,0.8611111111111112,0.02631578947368421,2,0,Consulta por Equivalencias
"buenas tarde, tengo un inconveniente al querer ingresar a mi cuenta de estudiante, para inscribirme a los examenes finales, cuando quiero ingresar surge un enunciado que dice que el estudiante no reune los requisitos, saludos.. ",0,2,12,2,2018,1,5,4,1,1,25,6,228,0.0,0.8201754385964912,0,36,16,0.8611111111111112,0.02631578947368421,2,0,Boleto Universitario
"hola, buenas tardes. se me vence la prorroga para entregar el titulo el dia martes 22 de febrero de 2017. el comisionista que lleva a legalizar el titulo, no consigue turno. que hago? el titulo lo tengo pero el turno no. desde ya muchas gracias. ",4,3,2,1,2017,1,5,2,1,1,2,6,246,0.0,0.7601626016260162,0,46,23,0.8260869565217391,0.032520325203252036,5,0,Requisitos de Ingreso
"hola, buenas tardes. se me vence la prorroga para entregar el titulo el dia martes 22 de febrero de 2017. el comisionista que lleva a legalizar el titulo, no consigue turno. que hago? el titulo lo tengo pero el turno no. desde ya muchas gracias. ",4,3,2,1,2017,1,5,2,1,1,2,6,246,0.0,0.7601626016260162,0,46,23,0.8260869565217391,0.032520325203252036,5,0,Boleto Universitario
hice el primer paso de la inscripcion pero no puedo continuar porque no me ha llegado el mail para ello. muchas gracias ,2,3,10,2,2018,1,7,0,0,1,0,4,120,0.0,0.8083333333333333,0,23,14,0.9130434782608696,0.008333333333333333,1,0,Ingreso a la Universidad
solo quiero saber  si   es necesario que me inscriba a las cursadas siendo que en la pre inscripcion yo ya elegi los horarios ,4,1,2,1,2016,3,6,1,1,0,2,4,126,0.0,0.7936507936507936,0,27,18,0.8518518518518519,0.0,1,0,Pedido de Certificados
"buenas tardes, quería consultar cómo tengo que hacer, porque perdí mi sube y tenía el beneficio que me acreditaban, la tengo que dar de baja? cómo hago para que pase el beneficio a la nueva sube??  mucha gracias!  ",3,1,8,2,2019,0,4,3,1,0,5,6,214,0.0,0.7803738317757009,5,41,23,0.7560975609756098,0.032710280373831765,1,0,Ingreso a la Universidad
"estimados, solicito a la universidad una constancia para presentar ante el trabajo que conste que soy estudiante de dicha casa de estudios. la solicitud, la realiza un agente de recursos humanos del organismo en el cual trabajo. saludos cordiales.  ",3,2,2,1,2017,1,2,1,1,1,5,4,249,0.0,0.8192771084337349,0,41,22,0.8292682926829268,0.02008032128514056,3,0,Consulta por Equivalencias
"estimados, solicito a la universidad una constancia para presentar ante el trabajo que conste que soy estudiante de dicha casa de estudios. la solicitud, la realiza un agente de recursos humanos del organismo en el cual trabajo. saludos cordiales.  ",3,2,2,1,2017,1,2,1,1,1,5,4,249,0.0,0.8192771084337349,0,41,22,0.8292682926829268,0.02008032128514056,3,0,Boleto Universitario
no me puedo anotar a las materias porque no cumplo los requisitos necesarios y no sabría cuáles son  ,0,3,2,1,2019,1,7,0,0,0,17,6,101,0.0,0.8118811881188119,2,20,11,0.85,0.0,1,0,Boleto Universitario
no me puedo anotar a las materias porque no cumplo los requisitos necesarios y no sabría cuáles son  ,0,3,2,1,2019,1,7,0,0,0,17,6,101,0.0,0.8118811881188119,2,20,11,0.85,0.0,1,0,Reincorporación
buen día. me quiero inscribir para estudiar ingeniero agrónomo en 2017. ,0,3,2,1,2017,3,1,0,0,1,2,13,72,0.0,0.7638888888888888,2,12,6,1.0,0.027777777777777776,2,0,Ingreso a la Universidad
buen día. me quiero inscribir para estudiar ingeniero agrónomo en 2017. ,0,3,2,1,2017,3,1,0,0,1,2,13,72,0.0,0.7638888888888888,2,12,6,1.0,0.027777777777777776,2,0,Ingreso a la Universidad
hola disculpe las molestias quisiera saber si aun me puedo inscribir a una materia todavía?  de prácticas integradas  ,0,3,9,2,2018,3,5,2,1,1,52,11,118,0.0,0.8220338983050848,2,21,11,0.9047619047619048,0.00847457627118644,1,0,Boleto Universitario
hola disculpe las molestias quisiera saber si aun me puedo inscribir a una materia todavía?  de prácticas integradas  ,0,3,9,2,2018,3,5,2,1,1,52,11,118,0.0,0.8220338983050848,2,21,11,0.9047619047619048,0.00847457627118644,1,0,Requisitos de Ingreso
buenas noches hoy estuve en la unlu sede san miguel y alumnas que cursan  me dijeron que me podia inscribir en el taller abierto codigo 30610 el cual no pude hacerlo por la pagina le pido ser inscripta en la misma los lunes para cursarla desde ya muchas gracias  ,3,4,8,2,2015,3,1,1,1,1,33,6,263,0.0,0.7870722433460076,0,52,30,0.8269230769230769,0.0,1,1,Ingreso a la Universidad
buenas noches hoy estuve en la unlu sede san miguel y alumnas que cursan  me dijeron que me podia inscribir en el taller abierto codigo 30610 el cual no pude hacerlo por la pagina le pido ser inscripta en la misma los lunes para cursarla desde ya muchas gracias  ,3,4,8,2,2015,3,1,1,1,1,33,6,263,0.0,0.7870722433460076,0,52,30,0.8269230769230769,0.0,1,1,Boleto Universitario
"buenas tardes , quiero acceder al beneficio del boleto estudiantil y me figura que ya tengo un beneficio, actualmente estoy desempleada y no tengo ningún tipo de beneficio ni cobro ningún plan. ya hice un reclamo hace 2 días y me dijeron que vuelva a intentar al día siguiente, y nada cambio  ",4,3,3,1,2019,1,4,1,1,1,27,6,293,0.0,0.8020477815699659,4,54,29,0.7777777777777778,0.013651877133105802,1,0,Ingreso a la Universidad
no me llega el msm de gmail ,3,2,2,1,2018,1,8,0,0,1,54,4,28,0.0,0.75,0,8,6,1.0,0.0,1,0,Situación Académica
no me llega el msm de gmail ,3,2,2,1,2018,1,8,0,0,1,54,4,28,0.0,0.75,0,8,6,1.0,0.0,1,0,Boleto Universitario
buenos días/tardes/noches. requiero que se suba la nota del final de química general realizado la fecha 22-02-2018 a la plataforma web para poder inscribirme en química inorganica antes de que el periodo de inscripción termine. gracias. ignacio simez roig ,0,4,2,1,2018,3,5,3,1,1,1,6,256,0.0,0.7890625,4,40,19,0.85,0.01171875,3,0,Boleto Universitario
buenos días/tardes/noches. requiero que se suba la nota del final de química general realizado la fecha 22-02-2018 a la plataforma web para poder inscribirme en química inorganica antes de que el periodo de inscripción termine. gracias. ignacio simez roig ,0,4,2,1,2018,3,5,3,1,1,1,6,256,0.0,0.7890625,4,40,19,0.85,0.01171875,3,0,Boleto Universitario
"hola, me olvide el numero de contraseña de mi cuenta. quisiera una nueva contraseña ",4,1,8,2,2017,1,3,1,1,1,3,4,84,0.0,0.8095238095238095,0,15,7,0.8666666666666667,0.023809523809523808,1,0,Cursadas
quiero inscribirme vía web y no me llega el correo ,3,1,12,2,2017,2,6,0,0,1,0,6,51,0.0,0.8039215686274509,1,11,7,1.0,0.0,1,0,Requisitos de Ingreso
quiero inscribirme vía web y no me llega el correo ,3,1,12,2,2017,2,6,0,0,1,0,6,51,0.0,0.8039215686274509,1,11,7,1.0,0.0,1,0,Simultaneidad de Carreras
todavía no me cargaron la sube queria saber qe tengo que hacer para que me la cargen de nuevo ,3,1,4,1,2018,3,6,3,1,1,27,6,94,0.0,0.7978723404255319,1,20,12,0.85,0.0,1,0,Exámenes
"buen dia, necesitaba saber como darle de baja al tramite de boleto estudiantil que estaba en proceso porque perdi la sube con la que estaba echo el tramite, la di de baja y lo quiero hacer nuevamente ",1,3,4,1,2019,1,5,4,1,1,3,4,200,0.0,0.805,0,38,23,0.8157894736842105,0.01,1,0,Requisitos de Ingreso
"buen dia, necesitaba saber como darle de baja al tramite de boleto estudiantil que estaba en proceso porque perdi la sube con la que estaba echo el tramite, la di de baja y lo quiero hacer nuevamente ",1,3,4,1,2019,1,5,4,1,1,3,4,200,0.0,0.805,0,38,23,0.8157894736842105,0.01,1,0,Reincorporación
"hola, en el trabajo me piden el analitico para presentarlo, como hago para solicitarlo?. gracias. saludos. ",2,4,2,1,2018,1,4,2,1,1,3,6,107,0.0,0.794392523364486,0,17,9,0.8823529411764706,0.05607476635514018,3,0,Problemas con la Clave
"hola, en el trabajo me piden el analitico para presentarlo, como hago para solicitarlo?. gracias. saludos. ",2,4,2,1,2018,1,4,2,1,1,3,6,107,0.0,0.794392523364486,0,17,9,0.8823529411764706,0.05607476635514018,3,0,Boleto Universitario
hola. no me carga el saldo de la sube hace 2 meses.  ,2,4,3,1,2019,1,5,4,1,1,54,4,53,0.0,0.6981132075471698,0,14,10,0.9285714285714286,0.03773584905660377,2,0,Boleto Universitario
hola. no me carga el saldo de la sube hace 2 meses.  ,2,4,3,1,2019,1,5,4,1,1,54,4,53,0.0,0.6981132075471698,0,14,10,0.9285714285714286,0.03773584905660377,2,0,Boleto Universitario
"hola. se a me imposibilita ingresar al acceso a información académico, vía web, ya que cuando quiero ingresar a mi cuenta (pongo los datos correctos) me sale un escrito que diciendo -&quot;el estudiante no cumple con los requisitos para ingresar al sistema&quot;-  me gustaría saber cual es el problema y como hago para solucionarlo. desde ya muchas gracias. att: pablo  ",1,1,1,1,2017,2,4,3,1,1,5,6,371,0.0,0.7951482479784366,4,63,34,0.7936507936507936,0.0215633423180593,3,0,Boleto Universitario
"buenas tardes, quería preguntar si hay que hacer algún tramite para la acreditación del boleto estudiantil, el año pasado ya lo tenía pero lo que va en el año no se me acreditó el boleto. muchas gracias y espero su respuesta, saludos. ",1,2,4,1,2018,1,3,1,1,1,54,4,235,0.0,0.8,5,43,24,0.8837209302325582,0.02127659574468085,2,0,Ingreso a la Universidad
buenas noches. quisiera saber si aún  tengo vigente el boleto estudiantil en la universidad. dado que no se han realizado las últimas recargas de boleto estudiantil en mi sube. uds tienen forma de revisar esta info? desde ya muchas gracias. saludos ,1,3,8,2,2019,3,3,3,1,1,54,6,249,0.0,0.8112449799196787,2,43,20,0.8837209302325582,0.02008032128514056,4,0,Cambio de Comisión
buenas noches. quisiera saber si aún  tengo vigente el boleto estudiantil en la universidad. dado que no se han realizado las últimas recargas de boleto estudiantil en mi sube. uds tienen forma de revisar esta info? desde ya muchas gracias. saludos ,1,3,8,2,2019,3,3,3,1,1,54,6,249,0.0,0.8112449799196787,2,43,20,0.8837209302325582,0.02008032128514056,4,0,Cursadas
hola.  queria averiguar sobre la acreditacion del boleto estudiantil en mi sube ya que aun no se me acredito . no se si hice bien todos los tramites o me falto algo para terminarlo. muchas gracias!! ,1,1,5,1,2019,2,7,4,1,1,17,4,199,0.0,0.7889447236180904,0,38,24,0.8947368421052632,0.02512562814070352,3,0,Boleto Universitario
hola.  queria averiguar sobre la acreditacion del boleto estudiantil en mi sube ya que aun no se me acredito . no se si hice bien todos los tramites o me falto algo para terminarlo. muchas gracias!! ,1,1,5,1,2019,2,7,4,1,1,17,4,199,0.0,0.7889447236180904,0,38,24,0.8947368421052632,0.02512562814070352,3,0,Boleto Universitario
quiero anotarme pero no me llega el mail y por lo tanto no puedo seguir con el tramite de ingreso ,0,4,5,1,2018,3,4,0,0,1,0,4,98,0.0,0.7959183673469388,0,21,13,0.9047619047619048,0.0,1,0,Ingreso a la Universidad
quiero anotarme pero no me llega el mail y por lo tanto no puedo seguir con el tramite de ingreso ,0,4,5,1,2018,3,4,0,0,1,0,4,98,0.0,0.7959183673469388,0,21,13,0.9047619047619048,0.0,1,0,Exámenes
yo hize el tramite para el pase estudiantil provincial .. y queria saber cuando me acreditan la plata ??? ,6,4,3,1,2019,3,8,4,1,1,54,4,106,0.0,0.7735849056603774,0,20,12,0.95,0.04716981132075472,2,0,Pedido de Certificados
necesito cambiar mi contraseña de mi cuenta de estudiante y no me envían el mail correspondiente para hacer el cambio de contraseña. ,4,1,8,2,2018,0,5,3,1,1,5,6,133,0.0,0.8270676691729323,1,23,13,0.8260869565217391,0.0075187969924812035,1,0,Cursadas
buenos días tenía una consulta. el día de ayer por la mañana realice el boleto estudiantil universitario y quería saber cuándo tengo habilitado el dinero para poder cargar en una terminal o si ya lo debo tener ? desde ya muchas gracias  ,4,4,3,1,2019,0,6,0,0,0,5,4,237,0.0,0.810126582278481,5,44,23,0.8863636363636364,0.008438818565400843,1,0,Boleto Universitario
buenos días tenía una consulta. el día de ayer por la mañana realice el boleto estudiantil universitario y quería saber cuándo tengo habilitado el dinero para poder cargar en una terminal o si ya lo debo tener ? desde ya muchas gracias  ,4,4,3,1,2019,0,6,0,0,0,5,4,237,0.0,0.810126582278481,5,44,23,0.8863636363636364,0.008438818565400843,1,0,Consulta por Legajo
