Consulta,dia_semana,semana_del_mes,mes,cuatrimestre,anio,hora_discretizada,dni_discretizado,legajo_discretizado,posee_legajo,posee_telefono,carrera_valor,proveedor_correo,cantidad_caracteres,proporcion_mayusculas,proporcion_letras,cantidad_tildes,cantidad_palabras,cantidad_palabras_cortas,proporcion_palabras_distintas,frecuencia_signos_puntuacion,cantidad_oraciones,utiliza_codigo_asignatura
"buenas tardes! me comunico con ustedes para consultar cuándo acreditan los viajes en la sube, yo hice el trámite y me enviaron un mail diciendome que me avisarian el momento en que esté acreditado pero todavia no tuve novedades. será que no se me efectuó el trámite?  sin otro particular motivo saluda atte.  elisabeth ",3,1,4,1,2018,2,3,4,1,1,54,6,319,0.0,0.8087774294670846,6,57,33,0.8070175438596491,0.01567398119122257,2,0
buen día! me inscribí el día 1 de noviembre para el profesorado y habían notado en el departamento de admisión un inconveniente con el número de cue que había en mi certificado analítico y debería haber ser verificado. me iban a informar si había alguna novedad. también quería saber si puedo ingresar al perfil de aspirante porque pongo mi dni no me permite entrar. muchas gracias!   ,4,3,11,2,2018,1,3,0,0,1,8,6,385,0.0,0.8077922077922078,12,69,37,0.7826086956521741,0.012987012987012988,3,0
buenas tardes les queria consultar por la inscripcion para el taller (de febrero) previo a la cursada de las materias de la carrera (lic. comercio internacional) ya que ingreso los datos correspondientes y no me es posible ingresar. desde ya muchas gracias   joel gomez ,0,4,12,2,2018,1,4,4,1,0,27,4,270,0.0,0.8074074074074075,0,47,24,0.8723404255319149,0.007407407407407408,2,0
"quería saber, cómo solicito la constancia de alumno regular? muchas gracias. ",2,3,3,1,2017,1,4,3,1,1,55,6,77,0.0,0.8181818181818182,2,12,4,1.0,0.03896103896103896,1,0
solicitar el porcentaje de materias aprobadas. cuánto tarda este trámite. gracias. ,1,1,5,1,2017,3,3,1,1,1,4,6,83,0.0,0.8313253012048193,2,12,4,1.0,0.03614457831325301,3,0
porcentaje de materias aprobadas para ingreso a la docencia ,1,2,8,2,2016,2,2,1,1,1,5,4,60,0.0,0.85,0,10,5,1.0,0.0,1,0
"necesito el boleto estudiantil provincial, ya tengo la sube registrada a mi nombre y ya complete el formulario de inscripción  hace mucho ya pero nunca me acreditaron ninguna recarga.  no se donde reclamar para que me den el boleto estudiantil provincial.  espero que me puedan ayudar. no se que más hacer.  ",1,1,9,2,2019,1,8,2,1,1,2,6,308,0.0,0.8051948051948052,2,56,32,0.7142857142857143,0.016233766233766232,4,0
hola!!  mi consulta es por que no se acredita en mi sube el beneficio me dice que tengo asignado el beneficio pero no se hace la carga este año empece en la unm y no me deja insccribirme como ingresante para la sube ,0,5,4,1,2019,1,2,1,1,1,41,6,216,0.0,0.7870370370370371,0,45,34,0.7111111111111111,0.009259259259259259,1,0
"necesito el certificado de materias aprobadas de la carrera que estoy realizando, y que sea entregado en la delegacion de san fernando. muchas gracias ",1,4,8,2,2016,0,4,2,1,0,15,6,151,0.0,0.8278145695364238,0,25,13,0.84,0.01324503311258278,1,0
 quiero ingresar a la universidad  ,2,3,2,1,2017,0,3,0,0,1,52,4,35,0.0,0.8,0,8,5,0.75,0.0,1,0
"estinados: les comento que ya eh generado la inscripcion a la carrera y no me a llegado el mail de confirmacion, esto es normal? o cuanto debo esperar? ",1,3,10,2,2018,2,7,0,0,0,1,4,152,0.0,0.7894736842105263,0,29,19,0.9310344827586208,0.02631578947368421,1,0
"buen día, tengo problemas para acceder a mi perfil; cuando pongo todos los datos, me dice que el estudiante no cumple con los requisitos, y dado esto, no me puedo anotar en las materias. gracias ",3,4,2,1,2017,0,5,2,1,0,52,4,195,0.0,0.7897435897435897,1,36,20,0.9166666666666666,0.030769230769230767,1,0
"buenas noches, yo me quería inscribir a las materias para empezar a cursar el profesorado de física, y me dice &quot;la carrera del estudiante no se encuentra habilitada para ingresar&quot;. hace poco hice el cambio de carrera, no se si es por eso, o porque en mi perfil de estudiante aparece como carrera &quot;licenciatura en museologia&quot;.  ",0,3,2,1,2018,3,8,3,1,1,58,6,347,0.0,0.7953890489913544,2,58,34,0.7931034482758621,0.02881844380403458,2,0
"mi nombre es hernan almiron y queria solicitar el titulo de tecnico universitario en comercio exterior y aduanas , cuando lo solicito desde la pagina no me deja poner el titulo entero solo logro escribir &quot;tecnico en comercio exterior&quot; , sin el termino aduanas, quiero saber si poniendo solamente &quot;técnico en comercio exterior&quot; esta bien o tengo que acercarme a la universidad?  desde ya gracias ",0,4,12,2,2015,1,4,2,1,1,24,4,415,0.0,0.8120481927710843,1,67,30,0.8059701492537313,0.01927710843373494,1,0
intento renovar mi contraseña porque caduco. y me dice la clave ingresada no coincide con la actual... hace tiempo la tuve que renovar dos veces... de esas veces no recuerdo al final con cual me quede. que puedo hacer? como puedo recuperar? ,3,2,8,2,2019,1,4,2,1,1,5,6,241,0.0,0.7842323651452282,0,43,23,0.813953488372093,0.041493775933609964,8,0
"hola. consulto por que no puedo in-gresar a mi cuenta de aspirante. ya pasaron los 15 dias que me infor-maron de espera, pero aun asi me da &quot;dato inexistente&quot; y quisiera saber por que o mejor alguna solucion. aguardo respuesta, desde ya mu-chas gracias! ",2,1,11,2,2018,3,8,0,0,0,5,4,264,0.0,0.7765151515151515,0,45,24,0.8666666666666667,0.030303030303030307,3,0
"hola buenas tardes, yo perdí una tarjeta sube donde tenía el beneficio del boleto estudiantil provincial, ya registré una nueva como hago para volver a tener el beneficio? ",1,2,8,2,2019,1,7,4,1,1,25,11,172,0.0,0.8197674418604651,3,29,14,0.9310344827586208,0.017441860465116282,1,0
hola quisiera generar mi legajo pero no se los pasos a seguir  ,0,2,2,1,2016,2,4,0,0,1,3,6,63,0.0,0.7936507936507936,0,14,9,0.9285714285714286,0.0,1,0
soy aspirante a la carrera de profesorado ,1,3,12,2,2017,1,1,0,0,1,33,6,42,0.0,0.8333333333333334,0,8,5,1.0,0.0,1,0
"burnos dias.hace varios dias estoy esperando el reestablecimiento de la clave de ingreso a la plataforma y no me ha llegado nada a mi casilla de correo, a los fines de que no se produzca mas demora quisiera solicitar que se corrobore la casilla de mail ya que la misma es vanina.aquiles04@hotmail.com ",0,1,8,2,2018,0,2,1,1,1,0,6,301,0.0,0.8039867109634552,0,53,32,0.7358490566037735,0.0132890365448505,3,0
buenas tardes! lleve mis papele el jueves 22 hasta la universidad y aun no logro ingresar a mi perfil. ,5,4,11,2,2018,2,7,0,0,1,58,4,103,0.0,0.7766990291262136,0,20,10,1.0,0.019417475728155338,1,0
para poder reincribirme ,5,2,3,1,2018,3,4,2,1,1,5,6,24,0.0,0.875,0,4,2,1.0,0.0,1,0
"hola, quería saber como realizar el tramite para el boleto estudiantil devuelta, ya que tenia el beneficio pero cada vez que voy a recargar la sube me dice que no tengo recargas disponible, gracias ",2,1,9,2,2019,3,6,3,1,1,2,6,198,0.0,0.8131313131313131,1,35,20,0.8857142857142857,0.015151515151515154,1,0
"buenas tardes,no puedo ingresar para la inscricion de examenes pongo numero de lejago y la clave que me dieron y me dice que es incorrecto ,me podrian decir que puedo hacer para ingresar .muchas gracias.   ",0,2,12,2,2018,3,1,4,1,1,7,6,206,0.0,0.8009708737864077,0,38,19,0.7105263157894737,0.019417475728155338,2,0
"buenas tardes quería consultar que debo hacer que tramite para volver a ser alumna regular de la carrera licenciatura en administracion. mi condicion es libre , y quiero retomar por favor. gracias saludos  ",0,2,8,2,2017,2,2,1,1,1,3,6,206,0.0,0.8203883495145631,1,35,16,0.9428571428571428,0.014563106796116504,2,0
buenos días:  yo realice la inscripción en la universidad el día 26/10/18. a la fecha no puedo visualizar mis datos. me informa lo siguiente &quot; no existen datos para el aspirante ingresado&quot;. me informaron que mis datos iban a aparecer al mes de inscripta.  quisiera saber si es que hay que realizar un paso mas.  muchas gracias ,1,4,11,2,2018,3,2,0,0,1,54,13,337,0.0,0.7685459940652819,3,61,35,0.7868852459016393,0.02373887240356083,5,0
quería preguntar por qué no me permite inscribirme a las materias para cursar  ,0,3,2,1,2019,1,8,0,0,1,0,6,79,0.0,0.8227848101265823,2,15,9,0.9333333333333332,0.0,1,0
"buenas tardes. quería consultar a que se refiere la pagina web con &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot;, que es lo que me responde cuando selecciono para inscribirme en el 1&deg; cuatrimestre  ",0,3,2,1,2019,2,7,0,0,0,54,4,254,0.0,0.7992125984251969,2,41,22,0.8536585365853658,0.02755905511811024,3,0
"hola, yo ise la solicitud wep de el boleto estudiantil. como se si tengo acreditada cargas . por que pase mi tarjeta por las terminales sube y me dice que no soy beneficiario y no tengo cargas disponibles. si hubo algun problema quisiera saber que puedo hacer para tener el boleto estudiantil . gracias. ",6,4,4,1,2019,2,6,4,1,1,25,4,304,0.0,0.8026315789473685,0,55,32,0.8,0.01973684210526316,5,0
"hola yo ya llene el formulario para inscribirse,  pero quiero saber si les salto,  asi se si ir con los papeles e incribirme.  ",2,4,10,2,2016,2,6,0,0,1,3,4,127,0.0,0.7716535433070866,0,27,19,0.8518518518518519,0.023622047244094488,1,0
"buen dia. intento realizar el tramite para el boleto municipal y no lo permite.me sale un mensaje en el que dice &quot;la persona ya tiene un beneficio asignado&quot;. quisiera saber a que se debe, porque no tengo ning&ugrave;n tipo de beneficio asignado, y quisiera obtener el beneficio; ya que entre material academico y pasaje se me hace bastante complicado poder afrontar los gastos. espero una pronta contestacion. saludos cordiales. susana rios ",6,4,4,1,2019,0,2,4,1,1,5,4,451,0.0,0.8093126385809313,0,72,34,0.8194444444444444,0.026607538802660757,6,0
"necesito ayuda urgente. donde dice actividades académicas,  en la fotocopia para el cambio de carrera, pongo el nombre de las materias? por favor necesito respuesta  ",4,3,10,2,2019,0,7,0,0,0,14,6,166,0.0,0.8132530120481928,1,28,13,0.8214285714285714,0.024096385542168683,1,0
"buenos dias. queria consultar si mi tramite para el boleto estudiantil provincial ya fue hecho, porque me dice que si. ya realice la solicitud via web, ahora tengo que presentar algo o esperar a que me manden un email? ",2,1,3,1,2018,2,7,4,1,1,54,11,219,0.0,0.7990867579908676,0,40,22,0.9,0.0228310502283105,2,0
"hola disculpe la molestia ! el dia 30/10 fui a dejar los papeles para cambiarme a la carrera licenciatura en enfermeria , este lunes me llego un mail para la confirmacion y lo acepte , pero todavia no se cambio en el perfil de estudiante. lo hice todo junto a una amiga los mismos dias y a ella ya se lo cambiaron. queria saber si hubo alguna dificultad. saludos! ",3,2,11,2,2017,1,5,2,1,1,41,6,364,0.0,0.7774725274725275,0,70,44,0.8,0.019230769230769232,3,0
"buenas noches! quiero acceder al porcentaje de materias aprobadas, como hago?  gracias ",0,4,3,1,2017,3,4,2,1,1,43,8,87,0.0,0.8160919540229885,0,14,5,0.9285714285714286,0.03448275862068965,1,0
no me envia el mail para poder seleccionar los dias y horarios de las asignaturas ,1,1,2,1,2018,0,6,0,0,1,4,6,82,0.0,0.8170731707317073,0,16,11,1.0,0.0,1,0
no me llega al email del perfil de aspirante para anotarse en las materias. ,1,1,2,1,2018,2,7,1,1,1,43,4,76,0.0,0.8026315789473685,0,15,9,1.0,0.013157894736842105,1,0
no recuerdo mi clave hice todo el procedimiento y nunca me llego el mail. ,3,4,6,1,2018,1,1,2,1,1,3,6,74,0.0,0.7972972972972973,0,15,9,0.9333333333333332,0.013513513513513514,1,0
mi consulta es sobre el boleto estudiantil provincial ya que me figura en la página web que tengo un beneficio asignado. pero hace 1 hora apoyé mi tarjeta en una terminal de sube y me dice que no tengo beneficios ni recargas pendientes. yo viajo para ir a cursar en la linea de colectivo 53 y para volver a mi casa en la linea 182. aguardo su respuesta. muchas gracias. ,4,1,8,2,2019,2,7,3,1,0,3,4,370,0.0,0.7810810810810811,2,71,44,0.7746478873239436,0.013513513513513514,5,0
"hola, estoy intentando inscribirme en las materias para comenzar a cursar y la pagina no me lo permite. aparece un carten donde explica que me van a mandar un mail y el mismo nunca llega. tambien aparece otro cartel diciendo que realizo muchos intentos y la realidad es que fue la primera vez en averiguar. ",0,3,2,1,2018,3,7,0,0,1,27,6,307,0.0,0.8078175895765473,0,56,29,0.8035714285714286,0.013029315960912051,3,0
me olvide mi contraseña y no puedo entrar  y perdi mi correo porq tampoco tengo la clave .necesito inscribirme a estadistica de enfermeria a comunitaria enfermeria y a competencias basicas enfermeria .sot de areco y me resulr complicado ie poe favoe mi numero es 2326500176 y para mandar respuesta podri ser al mail unidadsanitariaduggan@gmail.com ,4,3,9,2,2018,0,1,2,1,1,52,4,348,0.0,0.8017241379310345,0,56,28,0.7678571428571429,0.008620689655172414,3,0
"hola,  quisiera obtener mi promedio o saber como lo puedo calcular. gracias.  ",5,1,8,2,2016,1,3,1,1,1,54,6,78,0.0,0.7820512820512819,0,15,7,0.8666666666666667,0.038461538461538464,2,0
buenos días. el día viernes me acerque a la sede de san miguel para realizar el trámite de reincorporación y me dijieron que hoy me fijara en la pagina . pero sigo sin poder ingresar. puse mi legajo y la clave que me generaron ahí. no se si tendré que esperar unos días más? gracias  ,4,1,3,1,2017,0,2,1,1,1,5,6,284,0.0,0.7852112676056338,8,57,38,0.8070175438596491,0.017605633802816902,4,0
"no puedo ingresar a ver mi situación académica, ingrese en la opción que me da de &quot;olvidaste tu clave&quot; complete lo que me pide, pero no me llega el mail. ya lo hice varias veces.  ",2,3,1,1,2018,2,5,2,1,1,54,6,190,0.0,0.7684210526315789,3,37,23,0.8378378378378378,0.03157894736842105,2,0
"hola, me acaban de entregar el titulo de la carrera contador publico, como hago para obtener el analitico? saludos ",1,4,11,2,2018,0,4,2,1,1,54,6,115,0.0,0.8086956521739129,0,20,10,0.9,0.026086956521739132,1,0
estimados: quisiera consultar mi estado de tramite de carga sube. saludos! ,0,2,6,1,2019,1,2,3,1,1,5,6,75,0.0,0.8133333333333334,0,12,4,0.9166666666666666,0.04,1,0
"quisiera saber porque no figuro ,aún, como aspirante a cursar la carrera en la que me inscribí.                             gracias   ",0,1,12,2,2018,3,1,0,0,1,4,4,134,0.0,0.6194029850746269,2,49,39,0.3673469387755102,0.022388059701492536,1,0
es la segunda vez que restablezco la contraseña y no recibo ningún correo. estoy necesitando con urgencia ingresar a la pagina. como puedo hacer para verificar que mi correo este bien registrado? muchas gracias. ,1,1,10,2,2018,1,2,4,1,1,54,6,212,0.0,0.8207547169811321,1,35,17,0.9142857142857144,0.018867924528301886,3,0
buenas tardes. ayer realicé una solicitud de titulo (técnico en información ambiental) y hoy me llego un mail con el mensaje de &quot;rechazado&quot;. quiero volver a solicitar el titulo y me aparece el siguiente mensaje:  &quot;ud. tiene una solicitud de título pendiente de aprobación&quot;.  quisiera saber si en la solicitud de titulo hubo algún problema?  desde ya muchas gracias!   saludos.  alejandro e. leguizamón  ,2,1,9,2,2016,1,4,2,1,1,29,4,423,0.0,0.7895981087470451,7,71,35,0.7042253521126759,0.030732860520094562,6,0
"hola, una consulta. yo inicie el tramite para el boleto estudiantil provincial hace tres semanas y hasta el día de hoy no me llego ninguna notificación, qué debería hacer? desde ya muchas gracias. ",4,1,4,1,2018,3,7,4,1,1,43,4,197,0.0,0.8071065989847716,4,34,17,0.9411764705882352,0.02538071065989848,2,0
"buen día,  quería saber si tienen información de por qué no se me acreditó el dinero del boleto estudiantil de febrero y marzo de 2018.  muchas gracias ",1,1,4,1,2018,0,4,2,1,1,1,6,152,0.0,0.7697368421052632,5,30,17,0.8666666666666667,0.013157894736842105,1,0
quiero inscribirme vía web y no me llega el correo ,3,1,12,2,2017,2,6,0,0,1,0,6,51,0.0,0.8039215686274509,1,11,7,1.0,0.0,1,0
"buenas tardes hace unos meses que no puedo cargar mi tarjeta sube, me dice que no tengo cargas pendientes y que no soy beneficiario, pero ya estoy registrada en la pagina de la unlu, llame a sube y no me dan solución alguna &iquest;como debo hacer para solucionar este problema? ",3,1,9,2,2019,2,2,3,1,1,54,4,279,0.0,0.7992831541218638,1,51,29,0.8431372549019608,0.017921146953405017,1,0
"buenos dias,   queria consultar por mi boleto estudiantil todabia no me lo dieron y yo estoy inscripto desde el 2018.  habra pasado algo o falta alguna documentacion aqui les dejo mi dni:40652014. nombre: pablo gomez.  espero su respuesta.  muchas gracias. ",4,5,3,1,2019,3,6,4,1,1,3,6,257,0.0,0.7470817120622568,0,46,21,0.8695652173913043,0.0311284046692607,5,0
"hola, necesito urgente el boleto estudiantil y quisiera saber cuando podría inscribirme? gracias. espero respuestas.  ",0,2,3,1,2019,1,7,4,1,1,3,4,118,0.0,0.8305084745762712,1,17,4,0.9411764705882352,0.03389830508474576,2,0
"necesito que por favor me blanqueen la clave, porque la he olvidado.  gracias  ",2,4,7,1,2019,0,1,1,1,1,29,6,79,0.0,0.7848101265822784,0,16,9,0.8125,0.02531645569620253,1,0
hola queria anotarme en materias para comenzar en marzo del 2018 cuando comienzan las inscripciones. muchas gracias. ,5,1,2,1,2018,2,1,3,1,1,5,4,117,0.0,0.8034188034188035,0,18,8,0.9444444444444444,0.017094017094017096,2,0
"buenas tardes, cuando entro en la opción de tramitar el boleto gratuito provincial me aparece error de credenciales, quería saber por que me aparece este error y no puedo hacer el trámite. muchas gracias! ",0,1,3,1,2018,1,4,2,1,1,25,4,205,0.0,0.8146341463414634,3,35,14,0.8571428571428571,0.01951219512195122,1,0
"buenas tardes,necesitaria conocer mi numero de legajo para poder inscribirme ",2,1,8,2,2016,2,1,0,0,1,5,4,77,0.0,0.8571428571428571,0,11,4,1.0,0.012987012987012988,1,0
