Consulta|dia_semana|semana_del_mes|mes|cuatrimestre|anio|hora_discretizada|dni_discretizado|legajo_discretizado|posee_legajo|posee_telefono|carrera_valor|proveedor_correo|Clase
buenos dias, necesito saber como debo inscribirme en las asignaturas del 1er cuatrimestre, ya que en la pagina solo me permite consultas.  muchas gracias |1|2|2|1|2018|3|7|0|0|1|43|hotmail|Inscripción a Cursadas
hola quisiera generar mi legajo pero no se los pasos a seguir  |0|2|2|1|2016|2|4|0|0|1|3|hotmail|Inscripción a Cursadas
buenos días, me quisiera anotar para lasu materias del primer cuatrimestre, me dijieron que lo debo hacer por está vía, me podrán orientar, yo ya lleve los papeles a la sede de san miguel, gracias.  |2|1|2|1|2018|0|1|0|0|1|33|live|Inscripción a Cursadas
hola buenos días, quería saber cómo hago para elegir las materias los días y el horario para cursar, porque no me figura otra cosa, y seguí los pasos que dice en la hoja que me dieron al inscribirme pero no me aparece nada. |0|1|2|1|2018|0|6|0|0|1|3|gmail|Inscripción a Cursadas
buenas noches... es la primera vez que ingresó a esta página para poder anotarme y no logró hacerlo .. quería saber como puedo hacer y si aún hay tiempo..  desde ya muchas gracias.  saludos |1|3|2|1|2018|3|4|0|0|0|3|hotmail|Inscripción a Cursadas
no recibo el mail para poder inscribirme a las materias. |0|3|2|1|2019|3|8|0|0|0|2|icloud|Inscripción a Cursadas
quiero confirmar dias y horarios de inicio de cuatrimestre. gracias. |0|2|2|1|2016|3|5|0|0|1|43|gmail|Inscripción a Cursadas
quiero anotarme en las materias y no me lo permite |1|3|2|1|2018|0|3|0|0|1|3|hotmail|Inscripción a Cursadas
buenaa  quisiera asesoramiento de coml inscribirme a las materiaa ya q desde la pagina no puedo,me  indica que la fecha ha finalizado. gracias |1|1|2|1|2018|3|5|0|0|0|3|outlook|Inscripción a Cursadas
hola no se como inscribirme a  las materias...mr podrían ayudar...gracias!  |0|1|2|1|2018|3|3|0|0|1|54|gmail|Inscripción a Cursadas
no puedo acceder a mi nro.de legajo. me equivoque en las materias a cursar en el prmer cuarimestre.marque cinco y solo puedo cursar tres por los horarios |1|2|2|1|2016|1|1|0|0|1|5|hotmail|Inscripción a Cursadas
hola que tal, queria consultar &iquest;por que a mi no se me carga por internet para poder elegir los horarios de cursada? &iquest;tengo que ir a la sede? |0|1|2|1|2018|0|8|0|0|1|25|hotmail|Inscripción a Cursadas
solo quiero saber  si   es necesario que me inscriba a las cursadas siendo que en la pre inscripcion yo ya elegi los horarios |4|1|2|1|2016|3|6|1|1|0|2|gmail|Inscripción a Cursadas
quería consultar &iquest; esta disponible la   inscripción a materias de carrera de grado durante el mes de febrero?. |4|2|2|1|2016|1|6|0|0|1|54|gmail|Inscripción a Cursadas
no me permite insctibirme alas cursadas.y en el correo no tengo nada |1|1|2|1|2018|1|2|0|0|1|5|gmail|Inscripción a Cursadas
hola quería consultar un problema que tengo cuando quiero ingresar para inscribirme en las materias del primer cuatrimestre,me dise que no tengo los requisitos para poder inscribirme,y  pero ya presente todos los papeles  que puede ser?  |3|4|2|1|2019|0|8|0|0|0|52|gmail|Ingreso a la Universidad
hola mi papa presento el lunes pasado  la renovación de mi dni porque debido a un viaje yo no lo pude hacer personalmente, le firme una autorización y todo como me dijeron en la universidad.. todos los papeles están entregados.. por eso me parece raro que no me puedo anotar a las materias del. primer cuatrimestre.. me podrían decir si los papeles ya están todos en lujan.. porque yo voy a cursar en san miguel.. gracias  |4|4|2|1|2017|2|7|0|0|1|54|hotmail|Ingreso a la Universidad
hola quisiera saber si con el titulo de analista en sistemas egresado en un instituto terciario privado podría hacer la licenciatura en la universidad de lujan. desde ya muchas gracias. aguardo una respuesta. saludos |4|1|4|1|2016|3|4|0|0|1|14|gmail|Ingreso a la Universidad
buenos dias,  me remito a ustedes para consultar el por qué de que no pueda hacer la solicitud de título correspondiente a técnica universitaria en comercio exterior y aduanas.  por favor si podrían darme una respuesta a la brevedad ya que necesitaría con suma urgencia la certificación.  gracias. |2|5|12|2|2015|0|4|2|1|1|27|gmail|Ingreso a la Universidad
no puedo entrar a ver los días y horarios de las materias. ingreso mi documento y dice que no estoy registrado. lleve mis papeles a la universidad y lo unico que me falta es la constancia de titulo en tramite |3|1|12|2|2017|1|5|0|0|1|25|gmail|Ingreso a la Universidad
preinscripcion     para profesorado de educacion fisica 2018 |2|3|10|2|2017|1|7|0|0|1|43|hotmail|Ingreso a la Universidad
hola! nunca me llegó el email de la preinscripción online y no pude completarla |4|5|5|1|2019|1|8|0|0|1|0|outlook|Ingreso a la Universidad
asta cuando lo puedo presentar al certificado que no adeudo materias. gracias |1|3|2|1|2019|0|4|0|0|1|3|live|Ingreso a la Universidad
el motivo de mi consulta es la siguiente: cuando quiero ingresar a mi perfil de estudiante el sistema me dice que no cumplo con los requisitos del sistema para ingresar, quisiera saber el motivo y que faltaría necesito ingresar para realizar la encuesta e inscribirme gracias, espero su respuesta |3|4|2|1|2017|2|8|3|1|1|25|gmail|Ingreso a la Universidad
hola, quería hacer una consulta. yo tengo titulo de lic. en nutrición en la uba y curso actualmente ing. en alimentos en unlu, quería saber que documentación  tengo que presentar para pedir equivalencia por algunas materias. gracias  |0|5|11|2|2015|3|2|2|1|0|1|hotmail|Ingreso a la Universidad
buen día! me inscribí el día 1 de noviembre para el profesorado y habían notado en el departamento de admisión un inconveniente con el número de cue que había en mi certificado analítico y debería haber ser verificado. me iban a informar si había alguna novedad. también quería saber si puedo ingresar al perfil de aspirante porque pongo mi dni no me permite entrar. muchas gracias!   |4|3|11|2|2018|1|3|0|0|1|8|hotmail|Ingreso a la Universidad
hola. todavía tengo oportunidad de inscribirme?  |1|4|2|1|2019|2|8|0|0|1|3|hotmail|Ingreso a la Universidad
buenas tardes, quería consultar por la carrera de contador público. para comenzar la carrera se debe hacer previamente el taller? sin este no se puede comenzar? |2|2|4|1|2019|1|5|0|0|1|0|gmail|Ingreso a la Universidad
hice la pre-inscripcion online en fecha, luego fui a llevar los papeles a la universidad y me dijeron que de a partir del 5 de febrero podia elegir las asignaturas online, pero hoy 14 de febrero, cuando voy a hacer la inscripcion me dice &quot;ud. no cumple con los requisitos necesarios para confirmar su inscripción a cursadas.&quot; y yo creo haber cumplido todos los requisitos. |2|2|2|1|2018|2|7|0|0|0|0|outlook|Ingreso a la Universidad
hola , no pude realizar la inscripción online si me acerco ala universidad puedo realizarla igual? |1|3|10|2|2019|3|5|0|0|1|0|gmail|Ingreso a la Universidad
quisiera saber como hacer para inscribirme en la carrera de contador publico  |4|2|3|1|2018|2|5|0|0|1|0|gmail|Ingreso a la Universidad
hola hice la inscripción hasta que me dice que me van a enviar un correo electronico, pero eso no sucede.  como debo continuar?   |2|3|10|2|2017|2|2|0|0|1|7|hotmail|Ingreso a la Universidad
a quien corresponda: mi consulta es acerca de la inscripción . sigo los pasos como de dice el instructivo pero cuando quiero entrar al formulario de la web me dice que la fecha para la inscripción ya finalizo.por favor espero una respuesta. gracias  |1|3|10|2|2017|1|6|0|0|1|43|gmail|Ingreso a la Universidad
hola buenas tardes,quería hacerles una consulta.si seguían abiertas las inscripciones 2020 para el profesorado de educacion física. espero su respuesta muchas gracias.  |4|2|10|2|2019|1|7|0|0|1|43|gmail|Ingreso a la Universidad
buenas tardes, me olvide la contraseña y no me llega el mail para poder cambiarlo.  desde ya muchas gracias. saludos |3|2|12|2|2017|2|3|1|1|1|25|hotmail|Ingreso a la Universidad
no puedo ingresar con mi dni . la semana pasada me incribí para este año lectivo. quisiera saber si no va a haber problema para anotarme el 18/2 para la cursada de este cuatrimestre. muchas gracias. mariela duarte |1|2|2|1|2019|3|1|1|1|1|33|hotmail|Ingreso a la Universidad
hola, quería inscribirme a la carrera de profesorado en ed. física pero la misma no aparece en el listado de la inscripción vía web. |0|1|12|2|2017|3|5|0|0|1|43|gmail|Ingreso a la Universidad
hola. me registre online pero cuando me mandan el correo con el link para seguir la inscripción, me aparece error y no me lleva  a ninguna página. que puedo hacer ?  |3|1|1|1|2017|0|4|0|0|0|52|gmail|Ingreso a la Universidad
buenos dias solicito reestablecer mi clave, realice los pasos correspondiente pero nunca me llega  el mail para continuar desde ua muchas gracias si me pueden ayudar |4|2|3|1|2018|0|3|3|1|1|27|gmail|Ingreso a la Universidad
me interesa la carrera de contador publico en la sede campana que necesito y que debo presentar para anotarme  |2|3|2|1|2017|3|4|0|0|1|0|hotmail|Ingreso a la Universidad
hola queria saber en que fecha empiezan a inscribir gracias |1|3|10|2|2019|0|5|0|0|1|5|hotmail|Ingreso a la Universidad
buenas tardes!! hice una solicitud de restablecimiento de clave, me enviaron el e-mail correspondiente pero cuando hago la busqueda de la pagina me dice &quot; no se han encontrado resultados para tu búsqueda&quot;, hay problemas con las paginas, como tengo que hacer inscribirme??  desde ya muchas gracias  |3|2|8|2|2016|1|2|1|1|0|1|hotmail|Ingreso a la Universidad
mi consulta es por la inscripcion a la carrera de lic. en informacion ambiental. yo soy de mendoza y tengo rendido hasta 3 año de la lic. en psicologia;  estare llegando a campana en diez dias. quiero empezar este cuatrimestre, se que las incripciones son hasta el 23/2 , y ya comence el tramite de la pre inscripcion on line. &iquest; que posibilidades tengo de comenzar este ciclo? saluda atte |1|3|2|1|2018|3|3|0|0|1|0|gmail|Ingreso a la Universidad
estimados, buenos días. tengo una consulta, &iquest;cómo completo la inscripción web? porque ya 3 veces intente hacerlo y solo me deja realizar el primer paso, pero al finalizarlo no recibo el mail de confirmación para continuar con el proceso |1|2|2|1|2018|1|8|0|0|1|19|gmail|Ingreso a la Universidad
hola yo ya llene el formulario para inscribirse,  pero quiero saber si les salto,  asi se si ir con los papeles e incribirme.  |2|4|10|2|2016|2|6|0|0|1|3|gmail|Ingreso a la Universidad
buenas tardes.  en la fotocopia que me dieron donde aclara mis dias y horarios de cursada para el taller de febrero, dice que tengo que confirmar el numero de comision  |0|2|1|1|2017|2|4|0|0|1|43|hotmail|Ingreso a la Universidad
kiero inscribirme para aspirante de enfermeria |5|2|8|2|2017|1|2|0|0|1|0|gmail|Ingreso a la Universidad
cuando llega el mwnsaje |2|3|2|1|2018|2|5|3|1|1|27|gmail|Ingreso a la Universidad
no puedo entrar a mi situación académica, y cuando envío el formulario para cambiar la contraseña no me llega nada al correo  |6|2|6|1|2018|0|7|3|1|1|27|gmail|Ingreso a la Universidad
hola buenos dias, quería saber cuando me puedo inscribir o cuando se empieza el periodo de inscripción  para la carrera de profesorado en educación física. y que documentación hay que presentar para poder inscribirme.   desde ya muchas gracias.    |1|3|1|1|2018|0|5|0|0|1|43|hotmail|Ingreso a la Universidad
envío solicitud de pre inscripción y no recibo el mail de confirmación para continuar con el proceso. |6|3|10|2|2015|2|6|0|0|1|0|outlook|Ingreso a la Universidad
hice el primer paso para la pre-inscripción y no me llegó nada a mi mail.  |4|3|3|1|2018|2|3|0|0|1|0|hotmail|Ingreso a la Universidad
soy aspirante a la carrera de profesorado |1|3|12|2|2017|1|1|0|0|1|33|hotmail|Ingreso a la Universidad
hola ,cuanto tarda el reenvio del correo para continuar con la incripcion. |4|3|11|2|2017|1|1|0|0|1|5|hotmail|Ingreso a la Universidad
hola buenas tardes queria consultar porque yo inicie por la web la inscripcion y me dice que me reenviaron al correo para seguir con los siguientes pasos pero no me llego nada...queria saber que tengo que hacer..si acercarme a la universidad o esperar...desde ya muchas gracias... |0|1|12|2|2017|2|1|0|0|1|0|hotmail|Ingreso a la Universidad
hola q tal me contacto xq olvide la contraseña para entrar servicios académicos web de estudiante, y al hacer la gestión para reestablecer la contraseña no me llega nada a mi e-mail de contacto. se agradece si me ayudan a resolverlo,  saludos |1|1|2|1|2019|2|3|2|1|0|5|gmail|Ingreso a la Universidad
la siguiente consulta es referida a las inscripciones del periodo 2020 a la carrera de licenciatura en administración, y los papeles requeridos para el ingreso  |1|3|10|2|2019|1|8|0|0|1|3|gmail|Ingreso a la Universidad
 quiero ingresar a la universidad  |2|3|2|1|2017|0|3|0|0|1|52|gmail|Ingreso a la Universidad
hola buenas tardes, ya me prescribiere pero no me llego ningún mail.  espero su respuesta, gracias. |3|3|12|2|2017|2|4|0|0|1|3|hotmail|Ingreso a la Universidad
hola buenos dias , el email para modificar la contraseña . no llega ! saludos |6|1|8|2|2018|1|5|3|1|1|8|gmail|Ingreso a la Universidad
hola me interesa la carrera de linc. en enfermeria |3|1|2|1|2017|2|3|0|0|1|52|outlook|Ingreso a la Universidad
buenos dias disculpe el correo para continuar con la pre inscripcion para el profesorado de educacion fisica no me llega. como continuo con la pre inscripcion. gracias  |1|3|10|2|2018|0|5|0|0|1|0|gmail|Ingreso a la Universidad
hola, buen día. soy aspirante 2019, y me inscribí el 29/10 pero todavía no aparecen mis datos y no entiendo el por qué. si me pueden asesorar, muchas gracias.  |3|3|11|2|2018|0|8|0|0|1|3|gmail|Ingreso a la Universidad
buenos días. intenté hacer la inscripción web pero no recibo ningún correo electrónico. repetí la inscripción y me informaron que tenía un trámite pendiente, que reenviarían el mail, pero continúo sin recibirlos. |3|2|2|1|2018|1|4|0|0|1|0|hotmail|Ingreso a la Universidad
hola buenas tardes, les mando este mensaje porque quiero hacer los tramites para inscribirme por internet, completo los datos y despues no me llega el mensaje a mi correo para seguir con la inscripcion, probe tres veces y es lo mismo.  gracias. |2|3|2|1|2018|2|6|0|0|0|16|gmail|Ingreso a la Universidad
solicito recuperar la clave de mi perfil ya que no me llega en mail para poder recuperarla |4|2|2|1|2018|3|5|2|1|1|5|hotmail|Ingreso a la Universidad
buen día, mi consulta  es la siguiente, realice el primer paso de la inscripcion online, pero no me llego ningun correo a mi casilla para realizar el siguiente paso. cuanto debía esperar para que me llegue así puedo avanzar en mi inscripción.   desde ya gracias, saludos&iexcl; |2|4|10|2|2017|0|2|0|0|1|0|hotmail|Ingreso a la Universidad
hola, buenas tardes. quisiera inscribirme para el ciclo lectivo 2019 y no me llega el email para seguir con la inscripcion. espero respuesta. saludos! |1|2|11|2|2018|1|6|0|0|1|0|hotmail|Ingreso a la Universidad
quería saber porque no puedo acceder al pedir, pongo mi número de documento y me aparece error |0|3|12|2|2018|3|6|0|0|1|54|gmail|Ingreso a la Universidad
